Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/24/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.14%,7.55%,10.04%,-3.1%,7.83%,10.18%,12.51%,13.53%,13.83%,13.94%,12.41%,13.32%,10.6%,6.12%,3.99%,7.44%,6.85%,7.78%,9.55%,10.11%,10.82%,7.1%,8.55%,8.79%,-.62%,1.34%,10.8%,11.26%,10.16%,9.82%,6.69%,6.64%,11.46%,11.1%,7.18%,7.47%,8.32%,-2.19%,5.72%,9.04%,-1.07%,3.92%,4.55%,9.94%,7.37%,9.01%,9.02%,1.86%,.13%,14.52%,6.21%,4.44%,4.82%,3.94%,2.98%,3.59%,4.51%,3.52%,1.35%,-3.87%,9.69%,3.84%,1.08%
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-1.8%,-1.67%,3.89%,.17%,-3.13%,-.2%,8.42%,1.25%,4.26%,2.2%,6.%,12.7%,4.%,8.1%,10.09%,1.61%,-.91%,1.29%,-.49%,-14.28%,-7.96%,-2.8%,6.52%,7.68%,7.36%,4.14%,3.64%,6.23%,2.86%,9.71%,7.43%,2.47%,5.24%,1.19%,1.68%,5.55%,3.08%,2.75%,1.75%,-3.38%,2.56%,2.4%,3.08%
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.81%,4.54%,1.7%,6.69%,7.18%,1.7%,.04%,2.02%,8.53%,8.62%,3.47%,.9%,2.26%,3.5%,1.67%,-.45%,.05%,2.41%,4.51%,4.84%,2.88%,4.78%,-2.1%,4.09%,-5.31%,1.24%,7.23%,-7.08%,.73%,3.35%,2.35%,-19.01%,1.37%,-1.95%,-8.%,1.75%,-5.88%,1.79%,-1.98%,6.65%,-6.35%,26.52%,9.48%,6.48%,4.35%,4.28%,7.98%,5.44%,3.21%,6.64%,6.01%,15.2%,21.08%,4.56%,-20.49%,6.35%,3.75%,3.47%,5.5%,-1.25%,5.9%,5.31%,5.71%
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,7.16%,5.44%,3.24%,3.49%,2.98%,3.86%,6.12%,4.86%,5.34%,2.92%,5.05%,6.78%,5.32%,-4.18%,-15.84%,-5.72%,-6.31%,1.54%,1.34%,.61%,.19%,2.51%,1.88%,.96%,4.83%,1.49%,7.02%,5.82%,4.69%,4.73%,.81%,3.14%,2.65%,2.16%,1.13%,.88%,1.57%,1.57%,.89%,2.68%,4.34%,1.85%,2.15%,-2.11%,2.15%,3.77%,2.89%,2.18%,1.73%,2.4%,2.54%,2.25%,2.41%,2.44%,-7.89%,11.9%,2.8%,3.51%
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.47%,9.05%,2.18%,5.58%,.31%,3.87%,4.55%,2.43%,3.83%,7.11%,-.5%,-10.32%,-5.47%,-8.31%,-7.04%,-.78%,-.7%,2.29%,2.34%,.26%,1.49%,2.07%,-6.65%,13.9%,7.9%,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-3.26%,7.08%,2.81%,-6.11%,-5.94%,9.1%,5.94%,2.03%,-1.7%,4.58%,2.14%,14.88%,-12.15%,.75%,14.7%,-1.85%,13.65%,5.8%,-4.99%,1.79%,6.26%,2.77%,-11.58%,3.27%,9.53%,-2.15%,10.09%,3.42%,3.81%,2.33%,2.95%,-8.49%,3.99%,-17.85%,3.99%,8.05%,1.18%,6.59%,7.32%,7.11%,7.11%,7.63%,7.63%,7.11%,7.11%,6.49%,6.69%,6.69%,6.69%,6.69%,6.69%,6.69%,10.96%,8.98%,10.46%,7.03%,14.74%,2.05%,2.82%,-2.75%,3.46%,2.73%,4.22%
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16%,8.93%,5.34%,-10.33%,6.06%,6.78%,6.54%,4.56%,6.69%,5.9%,3.9%,7.83%,5.16%,-3.14%,1.61%,.05%,-.44%,.45%,-1.8%,1.3%,2.98%,2.36%,4.65%,4.75%,-.95%,7.95%,2.63%,3.85%
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.11%,6.01%,6.27%,5.01%,4.7%,2.02%,-.76%,3.13%,9.03%,7.85%,7.75%,2.95%,4.33%,7.57%,-.27%,5.17%,2.77%,-.17%,3.95%,3.77%,-.81%,-1.19%,-2.57%,2.25%,1.98%,1.9%,2.95%,4.42%,2.3%,2.35%,.35%,-.44%,-.9%,1.%,3.3%,5.12%,4.06%,2.5%,2.2%,3.48%,4.19%,6.36%,4.07%,6.61%,6.01%,6.05%,6.16%,5.2%,3.18%,6.%,4.41%,3.27%,5.17%,4.88%,2.87%,1.25%,2.5%,2.75%,2.67%,-2.%,4.33%,3.65%,2.8%
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04%,5.49%,-4.64%,-46.08%,13.13%,3.37%,-10.79%,,,,,,,,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.1%,6.01%,6.27%,5.01%,4.7%,2.03%,-.76%,3.13%,9.02%,7.85%,7.76%,2.95%,4.33%,7.57%,-.27%,5.18%,2.76%,-.16%,3.96%,3.76%,-.81%,-1.19%,-2.57%,2.25%,1.98%,1.9%,2.95%,4.42%,2.31%,2.35%,.35%,-.43%,-.89%,.99%,3.3%,5.12%,4.07%,2.5%,2.2%,3.48%,4.18%,6.35%,4.05%,6.6%,6.02%,6.05%,6.16%,5.19%,3.18%,6.%,4.41%,3.27%,5.17%,4.88%,2.87%,1.25%,2.5%,2.75%,2.67%,-2.01%,4.33%,3.66%,2.8%
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,-1.51%,13.6%,8.84%,6.29%,11.54%,-.7%,-5.08%,.06%,1.27%,4.06%,1.35%,2.5%,4.79%,3.64%,3.18%,3.28%,.53%,-1.04%,2.07%,2.64%,3.96%,3.53%,4.9%,3.54%,3.17%,5.87%,2.56%,3.12%,3.88%,4.42%,4.42%,5.79%,5.13%,1.65%,-3.28%,2.47%,2.84%,1.8%,1.55%,2.42%,2.73%,3.4%,4.52%,3.68%,3.26%,-6.66%,7.2%,8.01%,4.8%
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.38%,2.29%,1.59%,5.68%,5.38%,1.64%,23.42%,2.9%,16.34%,-1.08%,-10.31%,3.09%,-3.87%,-6.03%,9.3%,-5.83%,-2.93%,2.%,3.14%,-2.15%,1.2%,.7%,1.1%,2.2%,2.%,1.5%,1.%,2.5%,2.5%,.45%,3.06%,3.36%,8.29%,3.54%,6.61%,8.87%,3.64%,6.23%,3.3%,1.45%,2.%,2.94%,5.12%,4.91%,1.54%,5.18%,4.11%,4.38%,2.01%,2.62%,1.9%,.17%,.37%
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.8%,3.9%,5.6%,6.5%,12.%,19.2%,12.1%,7.6%,4.5%,2.7%,3.9%,-.6%,-1.8%,.4%,2.8%,8.8%,10.2%,6.6%,-.6%,-8.8%,7.1%,-4.2%,-3.9%,-1.9%,2.%,.8%,-6.2%,7.8%,4.2%,-4.5%,2.7%,.4%,-6.7%,3.4%,.%,1.%,5.7%,2.3%,-1.4%,2.1%,4.2%,2.8%,6.3%,8.5%,4.5%,5.79%,5.11%,4.14%,3.01%,5.17%,5.85%,2.69%,2.93%,.26%,-3.41%,-4.91%,1.57%,4.95%,1.17%,-15.98%,-2.44%,2.41%,2.54%
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.57%,-6.72%,1.9%,6.21%,5.84%,6.12%,5.49%,3.83%,-.47%,.79%,2.93%,4.42%,4.86%,5.39%,6.48%,8.93%,10.82%,5.36%,-5.51%,6.79%,2.56%,1.57%,.7%,2.71%,5.18%,1.95%,2.87%,4.06%,2.28%,-2.59%,5.73%,.45%,1.38%
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9%,-5.46%,2.84%,5.33%,4.11%,2.91%,5.17%,3.06%,5.27%,3.5%,2.83%,3.28%,3.2%,4.55%,3.85%,5.91%,7.14%,3.37%,-7.59%,1.11%,.66%,-2.92%,-.82%,2.76%,2.39%,3.03%,5.17%,4.38%,3.51%,-4.08%,8.39%,2.7%,2.11%
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.68%,4.26%,5.33%,6.82%,3.82%,2.09%,3.37%,3.64%,5.01%,6.47%,.94%,2.29%,3.97%,3.2%,2.55%,1.06%,-1.6%,1.75%,3.84%,1.7%,.45%,1.25%,1.9%,4.23%,2.16%,2.69%,3.35%,2.56%,2.65%,.75%,-1.15%,-1.16%,-2.07%,4.02%,4.09%,1.7%,3.06%,4.25%,4.2%,4.63%,1.36%,2.28%,1.88%,4.18%,2.79%,4.68%,3.22%,-.92%,-4.26%,5.75%,3.16%,-.41%,1.14%,2.3%,4.41%,2.35%,1.83%,1.9%,2.55%,-2.01%,5.94%,1.46%,-.31%
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,13.74%,5.42%,9.02%,5.74%,13.91%,-2.12%,1.01%,1.33%,3.11%,12.45%,14.64%,1.17%,1.2%,6.16%,3.79%,12.26%,14.61%,6.57%,12.91%,21.02%,1.76%,3.23%,3.11%,2.4%,4.83%,3.84%,3.1%,2.6%,2.95%,1.76%,1.05%,4.38%,3.88%,3.62%,6.%,5.99%,4.44%,.82%,1.57%,3.79%,2.25%,5.4%,3.86%,1.72%,1.35%,3.53%,2.47%,.77%,4.96%,-2.89%,3.4%,-.07%,5.01%
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2%,4.6%,1.39%,1.31%,1.58%,.11%,.97%,-7.54%,-6.86%,10.97%,-13.32%,4.58%,9.8%,3.8%
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-4.88%,8.41%,10.14%,5.92%,-1.06%,13.9%,.5%,7.55%,.%,8.87%,15.85%,6.31%,9.05%,1.3%,3.18%,16.28%,-6.19%,21.15%,15.79%,-5.1%,-3.88%,-2.07%,-.62%,4.31%,10.29%,.76%,4.87%,5.33%,10.29%,7.45%,2.76%,7.17%,7.3%,-2.44%,.49%,10.%,12.19%,2.47%,1.87%,4.25%,-2.27%,1.21%,-5.89%,-2.85%,9.01%,9.41%,8.88%,-2.73%,-2.48%,4.51%,9.51%,3.11%,1.25%,4.06%,8.91%,12.12%,6.95%,4.94%,5.51%,-11.74%,.55%,14.98%,3.16%
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.83%,24.52%,-8.65%,9.27%,2.3%,-7.66%,8.26%,3.73%,18.77%,-1.8%,8.96%,25.66%,-10.47%,25.8%,16.35%,12.25%,-1.8%,9.94%,.89%,14.51%,7.76%,2.79%,2.32%,-7.61%,9.35%,-7.95%,1.68%,18.01%,-13.65%,3.74%,7.67%,12.97%,6.15%,7.21%,7.03%,9.83%,5.02%,6.79%,-3.55%,.68%,1.05%,3.95%,7.2%,6.9%,6.22%,5.05%,5.67%,4.48%,5.91%,5.19%,2.85%,-26.34%,-26.3%,-10.31%,-4.18%,-6.41%,-.72%,1.39%,1.22%,-.7%,1.85%,.73%,
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-.97%,1.07%,8.71%,11.31%,7.25%,-2.5%,5.61%,5.31%,-26.78%,9.03%,6.2%,1.2%
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.4%,5.36%,-1.6%,-2.51%,.61%,-1.81%,.77%,-.46%,6.88%,1.86%,-2.25%,1.15%,-8.38%,4.96%,9.01%,2.98%,2.23%,-.47%,-21.44%,-6.05%,1.04%,5.35%,15.68%,2.05%,21.79%,-4.08%,-2.39%,15.48%,4.88%,-4.18%,8.54%,8.%,-15.71%,10.14%,1.24%,2.21%,5.65%,6.95%,-.68%,-.88%,11.66%,8.49%,14.72%,33.63%,17.33%,.65%,3.27%,3.05%,4.22%,13.55%,.08%,8.88%,5.7%,6.9%,2.77%,-6.26%,-2.99%,2.37%,3.25%,-1.6%,-1.17%,2.8%,4.12%
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-13.33%,-.64%,6.44%,10.78%,10.78%,8.%,-1.42%,1.77%,11.38%,13.44%,6.77%,4.9%,8.26%,3.93%,6.7%,2.78%,7.46%,9.17%,7.01%,7.46%,5.57%,6.4%,7.68%,9.96%,7.88%,7.14%,9.17%,9.76%,5.7%,5.15%,8.02%,11.17%,11.26%,10.9%,9.87%,9.06%,7.34%,2.89%,6.38%,7.65%,6.98%,8.06%,8.95%,9.12%,9.98%,11.08%,12.49%,8.62%,7.99%,9.92%,8.64%,7.58%,7.3%,6.99%,6.71%,6.57%,6.71%,6.53%,5.78%,1.24%,7.6%,3.39%,5.11%
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.46%,-5.9%,-9.55%,-4.65%,-8.42%,-.04%,1.03%,2.96%,-.6%,2.44%,7.37%,2.59%,4.99%,6.18%,7.85%,6.61%,7.84%,7.61%,4.47%,-4.69%,4.67%,5.93%,3.45%,3.34%,2.34%,1.49%,1.86%,4.3%,3.73%,2.7%,-1.46%,7.39%,1.73%,3.65%
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,12.17%,3.77%,5.%,14.29%,15.46%,9.41%,5.5%,5.02%,10.83%,2.52%,.%,7.63%,3.84%,4.83%,2.44%,-2.05%,6.96%,11.05%,-5.17%,14.58%,-3.32%,-3.58%,-5.41%,5.56%,5.56%,1.59%,.51%,6.64%,4.06%,-.24%,-.7%,-3.98%,-15.1%,14.98%,7.85%,8.84%,14.38%,-2.3%,2.48%,-.78%,.82%,3.83%,6.72%,-.98%,-4.67%,2.65%,-1.18%,4.04%,5.45%,5.85%,5.82%,6.3%,5.82%,5.63%,5.47%,4.21%,4.01%,4.8%,4.92%,1.99%,5.99%,5.76%,6.41%
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.36%,7.55%,8.%,6.83%,8.18%,11.12%,8.62%,8.12%,6.55%,11.41%,4.9%,4.28%,10.24%,4.47%,4.97%,9.33%,9.84%,10.3%,5.37%,5.17%,5.91%,5.35%,5.58%,5.75%,4.65%,5.53%,9.52%,13.29%,12.19%,11.17%,8.56%,8.08%,8.25%,8.%,8.12%,5.65%,-2.75%,-7.63%,4.57%,4.46%,3.44%,6.15%,7.19%,6.29%,4.19%,4.97%,5.44%,1.73%,-.69%,7.51%,.84%,7.24%,2.69%,.98%,3.13%,3.44%,4.18%,4.22%,2.11%,-6.05%,1.57%,2.46%,1.89%
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5%,-1.2%,13.9%,-6.5%,-.6%,-7.1%,-29.%,-16.4%,-21.3%,-12.42%,-16.7%,1.68%,5.31%,3.7%,8.32%,9.58%,10.8%,11.%,10.3%,6.7%,7.%,7.8%,7.9%,3.9%,6.5%,7.4%,7.5%,7.4%,6.7%,6.02%,6.9%,7.1%,7.6%,7.4%,4.4%,9.4%,8.%,8.3%
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.02%,-4.26%,35.38%,-4.61%,-14.97%,1.5%,-17.3%,-7.2%,6.7%,-11.4%,7.1%,16.5%,5.47%,4.34%,.26%,3.27%,5.%,13.03%,10.97%,11.06%,14.7%,6.1%,9.2%,14.7%,11.1%,10.2%,10.3%,6.5%,6.2%,6.5%,6.2%,6.3%,5.9%,6.2%,6.2%,6.3%
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.1%,4.2%,1.9%,7.26%,5.57%,4.87%,4.28%,7.16%,6.76%,6.53%,6.88%,7.25%,8.13%,6.51%,3.64%,5.42%,4.76%,4.4%,7.46%,6.92%,.94%,-.34%,-2.47%,3.71%,3.17%,3.53%,3.37%,.38%,1.64%,-.24%,3.29%,2.81%,4.72%,5.32%,.69%,3.91%,5.46%,2.94%,.46%,3.59%,.23%,.43%,2.54%,5.35%,4.03%,5.25%,5.36%,3.81%,-2.33%,6.68%,4.58%,2.64%,2.85%,1.4%,.36%,-.34%,1.99%,1.68%,.68%,-6.51%,7.26%,3.99%,2.17%
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.71%,10.46%,10.2%,7.12%,6.68%,7.98%,4.%,-2.%,-35.45%,58.08%,16.35%,-6.7%,-2.18%,.4%,2.98%,-4.12%,10.27%,11.39%,10.15%,9.33%,5.96%,4.86%,3.1%,4.47%,2.48%,3.01%,-3.18%,-.47%,24.21%,31.73%,5.36%,-20.58%,-18.12%
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.37%,2.31%,11.65%,10.6%,12.51%,7.37%,7.89%,13.17%,11.78%,8.38%,6.22%,13.25%,5.28%,7.81%,3.%,16.25%,1.46%,-2.83%,-1.01%,-4.89%,-2.7%,11.6%,4.46%,-.55%,3.86%,-2.95%,.09%,.76%,2.44%,10.94%,.53%,4.46%,1.5%,2.04%,2.54%,6.22%,3.86%,5.9%,4.28%,6.16%,2.87%,3.25%,2.22%,7.63%,4.42%,5.33%,6.03%,3.69%,2.5%,5.36%,-1.02%,3.53%,.42%,2.08%,.46%,5.37%,3.14%,1.82%,.9%,-3.14%,4.31%,4.11%,3.23%
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,4.74%,1.98%,1.74%,6.56%,2.12%,2.99%,-1.88%,.39%,-2.04%,6.41%,.25%,3.74%,4.95%,6.23%,.09%,-.6%,2.29%,2.3%,3.75%,1.49%,4.43%,.05%,-1.97%,-.66%,-2.17%,-2.46%,4.86%,-5.13%,.82%,6.7%,.92%,.39%,1.99%,1.11%,6.6%,3.2%,.69%,-.21%,1.78%,.36%,-2.31%,
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.21%,3.41%,5.29%,7.76%,-.54%,1.24%,6.11%,4.6%,5.78%,5.91%,.62%,-1.76%,3.88%,2.48%,6.88%,2.61%,6.22%,6.14%,-2.52%,6.52%,6.44%,3.86%,6.67%,4.25%,5.48%,4.83%,4.27%,8.37%,5.38%,5.4%,2.11%,5.81%,4.29%,5.92%,6.82%,6.71%,3.69%,5.45%,7.51%,4.11%,4.36%,3.72%,7.18%,7.55%,7.61%,7.62%,7.14%,3.3%,6.95%,7.37%,5.07%,5.38%,6.01%,6.85%,7.25%,7.78%,6.5%,6.33%,3.92%,-4.58%,8.76%,6.31%,6.78%
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.1%,6.01%,6.27%,5.01%,4.7%,2.03%,-.76%,3.13%,9.02%,7.85%,7.76%,2.95%,4.33%,7.57%,-.27%,5.18%,2.76%,-.16%,3.96%,3.76%,-.81%,-1.19%,-2.57%,2.25%,1.98%,1.9%,2.95%,4.42%,2.31%,2.35%,.35%,-.43%,-.89%,.99%,3.3%,5.12%,4.07%,2.5%,2.2%,3.48%,4.18%,6.35%,4.05%,6.6%,6.02%,6.05%,6.16%,5.19%,3.18%,6.%,4.41%,3.27%,5.17%,4.88%,2.87%,1.25%,2.5%,2.75%,2.67%,-2.01%,4.33%,3.66%,2.8%
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,14.04%,2.74%,5.6%,7.63%,.69%,4.06%,2.04%,5.22%,2.73%,3.53%,1.04%,5.78%,1.66%,3.81%,1.48%,6.41%,9.12%,10.02%,3.6%,10.39%,4.58%,3.8%,-10.3%,-5.75%,-4.12%,-3.28%,-4.56%,-3.92%,-.83%,1.51%,3.11%,10.09%,-.67%,3.57%,3.81%,7.13%,7.52%,8.12%,8.02%,6.9%,4.17%,7.94%,14.44%,7.95%,6.21%,13.21%,4.75%,3.39%,-4.39%,3.32%,-.29%,7.45%,3.53%,3.85%,-.78%,-7.53%,-4.8%,-.6%,.36%,-9.08%,-1.04%,1.48%,1.35%
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,-4.59%,-10.73%,-4.68%,-2.54%,3.45%,.16%,10.41%,4.75%,4.67%,10.56%,17.74%,-.65%,8.07%,7.16%,7.88%,3.41%,6.44%,6.57%,7.42%,5.51%,-.49%,4.68%,5.75%,5.65%,-1.45%,6.7%,.07%,1.75%,7.95%,3.9%,7.81%,2.19%,3.18%,2.35%,7.15%,5.44%,4.78%,6.05%,4.71%,3.8%,1.32%,4.7%,6.24%,3.49%,5.24%,6.71%,4.24%,3.04%,2.97%,-2.05%,4.22%,2.43%,3.09%,.97%,1.12%,2.24%,2.62%,1.59%,-9.01%,4.74%,2.67%,.04%
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.16%,5.57%,9.07%,5.46%,2.82%,11.21%,4.73%,6.78%,4.08%,3.23%,5.57%,7.43%,3.26%,5.59%,7.17%,10.46%,3.41%,1.5%,-.62%,-2.45%,4.86%,3.56%,4.97%,6.71%,4.24%,7.01%,9.49%,2.32%,.29%,9.27%,.72%,5.04%,7.65%,-4.67%,7.88%,7.38%,7.58%,2.4%,-3.26%,6.93%,-5.75%,6.45%,5.76%,9.8%,8.99%,6.95%,5.04%,.82%,-4.82%,8.43%,11.2%,4.79%,8.49%,4.94%,6.08%,3.32%,7.5%,3.01%,.82%,1.86%,11.44%,5.53%,5.11%
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-1.58%,-1.95%,-1.93%,-1.68%,-1.51%,-.85%,-3.74%,-1.83%,-.4%,-.64%,2.6%,-16.01%,8.97%,7.46%,-1.84%,22.59%,12.26%,19.31%,-1.95%,15.38%,3.61%,2.79%,4.11%,10.28%,-5.%,-5.96%,10.%,15.5%,-1.56%,-.97%,.%,9.52%,-4.35%,-2.27%,-4.65%,2.44%,7.14%,6.67%,-6.25%,-2.22%,6.82%,-2.13%,4.35%,.%,10.42%,5.66%,2.45%,1.39%,13.82%,-4.27%,1.8%,.68%,3.85%
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.14%,9.1%,6.26%,5.51%,4.36%,11.64%,5.52%,6.29%,3.26%,-46.43%,3.9%,7.12%,6.19%,2.11%,3.99%,3.31%,.05%,2.08%,2.5%,2.74%,-.98%,-.37%,-.39%,4.67%,1.24%,5.5%,4.8%,7.26%,3.76%,7.05%,2.07%,.58%,1.21%,1.57%,3.57%,4.54%,3.53%,3.71%,4.86%,4.52%,6.07%,7.09%,6.67%,7.5%,7.48%,6.53%,6.77%,5.69%,5.27%,6.34%,7.67%,4.5%,6.78%,6.73%,6.16%,6.87%,6.76%,5.47%,5.8%,1.99%,4.32%,4.57%,5.07%
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,5.74%,-.34%,-3.31%,.39%,3.96%,8.27%,6.36%,6.47%,5.55%,3.42%,8.33%,6.4%,11.52%,9.07%,5.1%,4.91%,8.05%,3.14%,5.18%,8.73%,6.47%,6.81%,6.33%,10.78%,8.41%,8.71%,6.8%,5.64%,9.39%,3.84%,3.59%,5.11%,5.19%,4.78%,3.13%,6.3%,6.44%,2.95%,3.54%,4.59%,5.34%
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57%,3.87%,-6.35%,-8.7%,-9.9%,-14.2%,-22.9%,-12.2%,-10.%,-3.%,-1.9%,-.2%,5.9%,8.8%,5.34%,9.52%,11.8%,3.07%,7.57%,8.22%,2.24%,-15.14%,4.09%,5.45%,.15%,.05%,-10.08%,-9.77%,2.44%,2.36%,3.49%,3.2%,-3.75%,3.45%,-28.76%,5.32%
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,.43%,3.13%,4.49%,8.72%,7.7%,6.26%,3.81%,6.97%,8.35%,8.4%,6.67%,7.72%,7.75%,6.37%,4.52%,6.56%,4.33%,3.77%,5.57%,4.63%,1.85%,3.05%,1.43%,5.37%,4.68%,3.67%,4.94%,3.38%,2.96%,2.72%,3.08%,4.52%,5.88%,5.52%,4.42%,6.2%,6.08%,2.96%,3.19%,5.96%,3.42%,4.79%,5.87%,7.85%,7.5%,8.6%,9.41%,6.26%,3.47%,8.53%,6.94%,5.76%,5.63%,4.95%,4.53%,4.58%,5.35%,4.9%,4.07%,-.5%,7.61%,3.31%,4.41%
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.49%,-1.57%,.17%,2.44%,1.05%,3.06%,-3.66%,1.89%,5.86%,2.33%,-.25%,-1.32%,.28%,2.9%,6.1%,3.94%,1.46%,5.37%,6.2%,5.84%,1.56%,-9.76%,-10.27%,-1.14%,1.47%,8.81%,7.99%,1.48%,1.1%,.3%,3.54%,7.93%,2.66%,7.28%,-1.45%,5.58%,8.55%,4.52%,-1.52%,-1.93%,-3.84%,-7.73%,.81%,5.%,7.46%,4.1%,6.54%,7.18%,4.24%,7.8%,5.16%,3.54%,4.64%,3.24%,.37%,1.69%,1.74%,.16%,.93%,-7.38%,5.56%,4.71%,.37%
